CVD Control Log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***********,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[pressure] = torr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[setpoint] = sccm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[commandValve] = deg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[E9 V_Flow] = V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everything else is boolean.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***********,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Operation,P1 (626),P2 (627),A1 (925),A2 (275),A3 (974),Command Valve,E1 V_APCVD,E2 V_APFine,E3 V_VentFine,E4 V_VentRough,E5 V_APRough,E6 V_TubeFlange,E7 V_Angle,E8 V_Poppet,E9 V_Flow,L1: Ar/O2,L1: Setpoint,L1: Vent,L1: Run,L2: CO2,L2: Setpoint,L2: Vent,L2: Run,L3: N2,L3: Setpoint,L3: Vent,L3: Run,L4: Air,L4: Setpoint,L4: Vent,L4: Run,R1: CH4 (low),R1: Setpoint,R1: Vent,R1: Run,R2: CH4 (high),R2: Setpoint,R2: Vent,R2: Run,R3: H2,R3: Setpoint,R3: Vent,R3: Run,R4: Ar,R4: Setpoint,R4: Vent,R4: Run,Effective Temperature Oven,Operative Setpoint Oven,PID Power Oven,Oven lid lock
24/08/2021,00:01:01,Complete readout,0.000000000000000,0.000158696249275,0.000010016175505,0.001836427953030,0.000000209025948,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:06:02,Complete readout,0.000000000000000,0.000158696249275,0.000010016175505,0.002448486249427,0.000000209319926,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:11:03,Complete readout,0.000000000000000,0.000170903653066,0.000010016175505,0.007158349336759,0.000000209614317,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:16:03,Complete readout,0.000000000000000,0.000158696249275,0.000010016175505,0.000219987502559,0.000000209319926,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:21:04,Complete readout,0.000000000000000,0.000170903653066,0.000010016175505,0.002303754326839,0.000000209909122,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:26:04,Complete readout,0.000000000000000,0.000170903653066,0.000010016175505,0.000219987502559,0.000000209614317,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:31:05,Complete readout,0.000000000000000,0.000170903653066,0.000010016175505,0.002557325988828,0.000000209909122,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:36:06,Complete readout,0.000000000000000,0.000170903653066,0.000010016175505,0.006762258216954,0.000000210796028,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:41:06,Complete readout,0.000000000000000,0.000170903653066,0.000010016175505,0.000151011816051,0.000000210204342,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
24/08/2021,00:46:07,Complete readout,0.000000000000000,0.000170903653066,0.000010016175505,0.000219987502559,0.000000209614317,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.000000000000000,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,FALSE,0.000000000000000,FALSE,FALSE,Oven OFF,Oven OFF,Oven OFF,FALSE
